,mean rating,number of ratings,title
2323,3.5,3,5 Centimeters per Second (Byôsoku 5 senchimêtoru) (2007)
2324,3.0,2,War of the Worlds (2005)
2325,3.5,1,Ben X (2007)
2326,3.3636363636363638,11,Bedtime Stories (2008)
2327,3.5,3,Choke (2008)
2328,3.7,5,Revolutionary Road (2008)
2329,3.875,4,Dear Zachary: A Letter to a Son About His Father (2008)
2330,3.0,1,Wild Child (2008)
2331,3.9285714285714284,7,Defiance (2008)
2332,4.5,1,Zeitgeist: Addendum (2008)
2333,3.142857142857143,14,Marley & Me (2008)
2334,4.0,11,Ponyo (Gake no ue no Ponyo) (2008)
2335,3.0,1,Earthsea (Legend of Earthsea) (2004)
2336,3.95,10,Ip Man (2008)
2337,3.0,1,"Tale of Despereaux, The (2008)"
2338,3.5,4,Bride Wars (2009)
2339,2.5,1,"Gamers, The: Dorkness Rising (2008)"
2340,4.0,1,Mesrine: Killer Instinct (L'instinct de mort) (2008)
2341,2.0,1,My Bloody Valentine 3-D (2009)
2342,4.0,1,Battle in Seattle (2007)
2343,4.25,4,"Timecrimes (Cronocrímenes, Los) (2007)"
2344,2.0,1,Fire and Ice (2008)
2345,3.642857142857143,7,Underworld: Rise of the Lycans (2009)
2346,3.5,5,Inkheart (2008)
2347,2.7142857142857144,7,Paul Blart: Mall Cop (2009)
2348,3.0,1,Notorious (2009)
2349,3.5,1,"Uninvited, The (2009)"
2350,3.3333333333333335,3,Outlander (2008)
2351,4.0,1,Eden Lake (2008)
2352,3.7,35,Coraline (2009)
2353,3.0,2,Push (2009)
2354,3.0,2,"International, The (2009)"
2355,2.8181818181818183,11,He's Just Not That Into You (2009)
2356,3.5,1,Dead Like Me: Life After Death (2009)
2357,3.5,6,Futurama: Into the Wild Green Yonder (2009)
2358,3.5,1,Frontière(s) (2007)
2359,4.0,1,"11th Hour, The (2007)"
2360,2.5,1,Afro Samurai: Resurrection (2009)
2361,4.1,5,Departures (Okuribito) (2008)
2362,3.0,1,My Name Is Bruce (2007)
2363,3.5,5,Funny People (2009)
2364,4.25,2,Berlin Calling (2008)
2365,4.0,1,Nuremberg (2000)
2366,3.5,4,Away We Go (2009)
2367,4.0,2,"Divo, Il (2008)"
2368,3.0,2,Friday the 13th (2009)
2369,3.8,5,"Good, the Bad, the Weird, The (Joheunnom nabbeunnom isanghannom) (2008)"
2370,2.75,2,"Pink Panther 2, The (2009)"
2371,3.9166666666666665,24,Dr. Horrible's Sing-Along Blog (2008)
2372,4.25,2,"Cottage, The (2008)"
2373,3.5294117647058822,17,"I Love You, Man (2009)"
2374,3.5,1,Dance of the Dead (2008)
2375,2.5,2,"Haunting in Connecticut, The (2009)"
2376,2.5,1,Duplicity (2009)
2377,2.8333333333333335,9,Knowing (2009)
2378,3.94,25,"Girl with the Dragon Tattoo, The (Män som hatar kvinnor) (2009)"
2379,3.375,4,Sunshine Cleaning (2008)
2380,2.875,4,Kung Fu Panda: Secrets of the Furious Five (2008)
2381,2.0,1,Echelon Conspiracy (2009)
2382,3.25,8,Monsters vs. Aliens (2009)
2383,4.0,1,"Baader Meinhof Komplex, Der (2008)"
2384,2.75,2,Big Stan (2007)
2385,5.0,1,Strictly Sexual (2008)
2386,3.75,2,Anvil! The Story of Anvil (2008)
2387,2.625,4,Observe and Report (2009)
2388,3.3333333333333335,15,Adventureland (2009)
2389,3.5,4,Confessions of a Shopaholic (2009)
2390,0.5,1,The Butterfly Effect 3: Revelations (2009)
2391,3.25,10,"Fast & Furious (Fast and the Furious 4, The) (2009)"
2392,4.3,5,In the Loop (2009)
2393,3.4,5,Pirate Radio (2009)
2394,3.55,10,17 Again (2009)
2395,4.136363636363637,88,Inglourious Basterds (2009)
2396,4.0,3,State of Play (2009)
2397,4.25,2,"Damned United, The (2009)"
2398,2.9375,8,Crank: High Voltage (2009)
2399,3.96875,32,Moon (2009)
2400,4.25,2,"Young Victoria, The (2009)"
2401,2.8653846153846154,26,X-Men Origins: Wolverine (2009)
2402,4.0,1,Sin Nombre (2009)
2403,3.864406779661017,59,Star Trek (2009)
2404,3.5,1,"Great Buck Howard, The (2008)"
2405,4.0,3,Red Cliff Part II (Chi Bi Xia: Jue Zhan Tian Xia) (2009)
2406,3.5,1,Earth (2007)
2407,4.0,1,Stanley Kubrick: A Life in Pictures (2001)
2408,2.0,1,Crossing Over (2009)
2409,3.264705882352941,17,Angels & Demons (2009)
2410,2.0,1,Balls Out: Gary the Tennis Coach (2009)
2411,2.0,1,Powder Blue (2009)
2412,2.875,8,Fanboys (2009)
2413,3.25,18,Terminator Salvation (2009)
2414,3.1,10,Night at the Museum: Battle of the Smithsonian (2009)
2415,3.5,1,Were the World Mine (2008)
2416,4.333333333333333,3,"Brothers Bloom, The (2008)"
2417,4.0,1,I Do: How to Get Married and Stay Single (Prête-moi ta main) (2006)
2418,3.5,2,"Soloist, The (2009)"
2419,3.75,6,Drag Me to Hell (2009)
2420,4.004761904761905,105,Up (2009)
2421,2.75,2,Fullmetal Alchemist the Movie: Conqueror of Shamballa (Gekijô-ban hagane no renkinjutsushi: Shanbara wo yuku mono) (2005)
2422,3.5833333333333335,6,Fired Up (2009)
2423,1.5,1,In the Electric Mist (2009)
2424,3.6315789473684212,76,"Hangover, The (2009)"
2425,2.5,1,Killshot (2008)
2426,3.8,5,Antichrist (2009)
2427,4.0,1,Sweeney Todd (2006)
2428,5.0,1,Boy Eats Girl (2005)
2429,3.5,1,Special (2006)
2430,4.25,4,Dead Snow (Død snø) (2009)
2431,3.2142857142857144,7,Land of the Lost (2009)
2432,4.0,1,Imagine That (2009)
2433,3.1666666666666665,6,"Taking of Pelham 1 2 3, The (2009)"
2434,4.5,1,"Stoning of Soraya M., The (2008)"
2435,3.5,16,"Proposal, The (2009)"
2436,2.7857142857142856,7,Year One (2009)
2437,5.0,1,Garfield's Pet Force (2009)
2438,4.0588235294117645,34,"Hurt Locker, The (2008)"
2439,3.5,1,Breakfast with Scot (2007)
2440,2.75,2,"Limits of Control, The (2009)"
2441,2.425,20,Transformers: Revenge of the Fallen (2009)
2442,4.5,2,Home (2009)
2443,3.0,2,Whatever Works (2009)
2444,2.5,3,Ghosts of Girlfriends Past (2009)
2445,3.0555555555555554,9,Public Enemies (2009)
2446,2.607142857142857,14,Ice Age: Dawn of the Dinosaurs (2009)
2447,3.5,1,Prison Break: The Final Break (2009)
2448,1.0,1,Daria: Is It College Yet? (2002)
2449,4.0,1,My Sister's Keeper (2009)
2450,4.5,1,Hood of Horror (2006)
2451,3.5,1,Watchmen: Tales of the Black Freighter (2009)
2452,3.6666666666666665,42,(500) Days of Summer (2009)
2453,3.65,10,Brüno (Bruno) (2009)
2454,3.75,2,"Librarian, The: The Curse of the Judas Chalice (2008)"
2455,3.8879310344827585,58,Harry Potter and the Half-Blood Prince (2009)
2456,5.0,1,Eichmann (2007)
2457,2.5,1,Open Water 2: Adrift (2006)
2458,3.8125,16,"Imaginarium of Doctor Parnassus, The (2009)"
2459,3.5,1,9to5: Days in Porn (a.k.a. 9 to 5: Days in Porn) (2008)
2460,2.5,1,Humpday (2009)
2461,1.5,1,Polytechnique (2009)
2462,3.0,4,Orphan (2009)
2463,3.6666666666666665,12,"Ugly Truth, The (2009)"
2464,3.5,1,"Collector, The (2009)"
2465,4.0,1,"Perfect Getaway, A (2009)"
2466,3.776923076923077,65,District 9 (2009)
2467,2.9583333333333335,12,Julie & Julia (2009)
2468,3.5,1,Obsessed (2009)
2469,3.5,2,Race to Witch Mountain (2009)
2470,3.5,1,Hannah Montana: The Movie (2009)
2471,2.625,8,G.I. Joe: The Rise of Cobra (2009)
2472,3.0,3,12 Rounds (2009)
2473,5.0,1,Max Manus (2008)
2474,3.6666666666666665,3,Lost in Austen (2008)
2475,3.8333333333333335,3,Evangelion: 1.0 You Are (Not) Alone (Evangerion shin gekijôban: Jo) (2007)
2476,2.0,1,"Deal, The (2008)"
2477,3.625,4,"Goods: Live Hard, Sell Hard, The (2009)"
2478,3.9,5,"Time Traveler's Wife, The (2009)"
2479,4.0,1,I Can't Think Straight (2007)
2480,2.8333333333333335,3,Miss March (2009)
2481,2.5,1,"I Love You, Beth Cooper (2009)"
2482,2.75,2,Paper Heart (2009)
2483,3.5,1,G-Force (2009)
2484,4.5,1,Tetro (2009)
2485,3.8333333333333335,3,Bronson (2009)
2486,3.75,2,It Might Get Loud (2008)
2487,2.0,1,My Life in Ruins (2009)
2488,3.0,3,Taking Woodstock (2009)
2489,3.0,3,Halloween II (2009)
2490,3.857142857142857,7,"Secret in Their Eyes, The (El secreto de sus ojos) (2009)"
2491,3.642857142857143,14,9 (2009)
2492,3.6,5,Frequently Asked Questions About Time Travel (2009)
2493,4.5,1,"White Ribbon, The (Das weiße Band) (2009)"
2494,3.5,1,Green Lantern: First Flight (2009)
2495,4.5,2,"Most Hated Family in America, The (2007)"
2496,3.4,5,Pandorum (2009)
2497,3.388888888888889,9,"Men Who Stare at Goats, The (2009)"
2498,3.0,1,"Hunt For Gollum, The (2009)"
2499,1.0,2,Jennifer's Body (2009)
2500,3.6666666666666665,3,"Informant!, The (2009)"
2501,2.0,2,Extract (2009)
2502,2.6666666666666665,3,"Final Destination, The (Final Destination 4) (Final Destination in 3-D, The) (2009)"
2503,3.4285714285714284,7,Gamer (2009)
2504,3.5294117647058822,17,Cloudy with a Chance of Meatballs (2009)
2505,5.0,1,Tyler Perry's I Can Do Bad All by Myself (2009)
2506,3.6875,8,"Food, Inc. (2008)"
2507,4.0,3,Thirst (Bakjwi) (2009)
2508,3.5,1,Bright Star (2009)
2509,3.0,1,Blood Creek (a.k.a. Town Creek) (2009)
2510,3.4,5,Paranormal Activity (2009)
2511,3.0,2,World's Greatest Dad (2009)
2512,1.0,1,Still Walking (Aruitemo aruitemo) (2008)
2513,4.25,4,"Cove, The (2009)"
2514,3.227272727272727,11,"Serious Man, A (2009)"
2515,4.0,1,City Island (2009)
2516,3.5,1,Ink (2009)
2517,2.5,1,Metropia (2009)
2518,3.5,1,"Haunted World of El Superbeasto, The (2009)"
2519,2.5,1,Trick 'r Treat (2007)
2520,3.1,5,Whip It (2009)
2521,2.3333333333333335,6,"Invention of Lying, The (2009)"
2522,3.0357142857142856,14,Surrogates (2009)
2523,3.8773584905660377,53,Zombieland (2009)
2524,1.0,1,Assassination of a High School President (2008)
2525,3.8333333333333335,6,"Education, An (2009)"
2526,4.0,1,Coco Before Chanel (Coco avant Chanel) (2009)
2527,3.5,1,Burma VJ: Reporting from a Closed Country (Burma VJ: Reporter i et lukket land) (2008)
2528,3.3333333333333335,3,Couples Retreat (2009)
2529,2.5,2,I Sell the Dead (2008)
2530,2.6666666666666665,12,Where the Wild Things Are (2009)
2531,3.5,4,"New York, I Love You (2009)"
2532,3.0625,8,Law Abiding Citizen (2009)
2533,3.0,1,"Misfortunates, The (De helaasheid der dingen) (2009)"
2534,4.2,10,Mary and Max (2009)
2535,3.5,1,Spread (2009)
2536,2.5,1,"Tournament, The (2009)"
2537,3.71875,32,Up in the Air (2009)
2538,3.5,3,Saw VI (2009)
2539,5.0,1,Love Exposure (Ai No Mukidashi) (2008)
2540,2.0,1,Cirque du Freak: The Vampire's Assistant (2009)
2541,3.375,4,"Boondock Saints II: All Saints Day, The (2009)"
2542,3.5,2,Black Dynamite (2009)
2543,4.5,1,Welcome to Dongmakgol (2005)
2544,2.25,2,Gentlemen Broncos (2009)
2545,4.083333333333333,18,Fantastic Mr. Fox (2009)
2546,3.0,2,"Christmas Carol, A (2009)"
2547,4.25,2,Battlestar Galactica: The Plan (2009)
2548,3.5,1,"Private Lives of Pippa Lee, The (2009)"
2549,4.375,4,Partly Cloudy (2009)
2550,2.619047619047619,21,2012 (2009)
2551,3.5,3,Precious (2009)
2552,2.25,2,Bad Lieutenant: Port of Call New Orleans (2009)
2553,2.6666666666666665,9,"Twilight Saga: New Moon, The (2009)"
2554,0.5,1,Derailed (2002)
2555,3.5,1,"Messenger, The (2009)"
2556,4.166666666666667,3,Ninja Assassin (2009)
2557,4.5,1,Cell 211 (Celda 211) (2009)
2558,3.0,1,Teenage Mutant Ninja Turtles: Turtles Forever (2009)
2559,3.0,1,Merry Madagascar (2009)
2560,3.5,5,Brothers (2009)
2561,3.5,1,Garage (2007)
2562,3.6774193548387095,31,"Blind Side, The  (2009)"
2563,2.0,1,Shrink (2009)
2564,0.5,1,Old Dogs (2009)
2565,3.0,3,Planet 51 (2009)
2566,4.0,1,Earthlings (2006)
2567,3.8333333333333335,3,"Single Man, A (2009)"
2568,3.1666666666666665,3,"Lovely Bones, The (2009)"
2569,3.857142857142857,7,Invictus (2009)
2570,3.75,12,"Princess and the Frog, The (2009)"
2571,3.0,1,Did You Hear About the Morgans? (2009)
2572,4.0,1,Alice (2009)
2573,3.6030927835051547,97,Avatar (2009)
2574,2.75,4,It's Complicated (2009)
2575,3.853448275862069,58,Sherlock Holmes (2009)
2576,4.1,5,Crazy Heart (2009)
2577,2.6666666666666665,3,Alvin and the Chipmunks: The Squeakquel (2009)
2578,2.1666666666666665,3,American Pie Presents: The Book of Love (American Pie 7: The Book of Love) (2009)
2579,3.75,2,Pontypool (2008)
2580,3.0,5,Youth in Revolt (2009)
2581,3.4166666666666665,6,Daybreakers (2010)
2582,3.5,2,Hachiko: A Dog's Story (a.k.a. Hachi: A Dog's Tale) (2009)
2583,2.4,5,Leap Year (2010)
2584,3.28125,16,"Book of Eli, The (2010)"
2585,4.2,5,"Girl Who Kicked the Hornet's Nest, The (Luftslottet som sprängdes) (2009)"
2586,4.25,4,"Prophet, A (Un Prophète) (2009)"
2587,1.5,1,Staten Island (2009)
2588,2.5,1,"Maiden Heist, The (2009)"
2589,2.0,1,Blood: The Last Vampire (2009)
2590,3.5,1,Bart Got a Room (2008)
2591,3.0,1,Robin-B-Hood (Bo bui gai wak) (2006)
2592,3.0,1,"Concert, Le (2009)"
2593,3.0,1,Ninja (2009)
2594,4.0,1,Asterix at the Olympic Games (Astérix aux jeux olympiques) (2008)
2595,3.0,1,"Chaser, The (Chugyeogja) (2008)"
2596,1.5,1,"Dennis the Menace Christmas, A (2007)"
2597,4.0,1,Undisputed II: Last Man Standing (2006)
2598,4.75,2,3 Idiots (2009)
2599,2.8333333333333335,3,Legion (2010)
2600,1.0,2,Stan Helsing (2009)
2601,2.5,4,When in Rome (2010)
2602,4.0,2,Triangle (2009)
2603,1.5,2,I Love You Phillip Morris (2009)
2604,4.375,4,Temple Grandin (2010)
2605,4.0,1,"House of the Devil, The (2009)"
2606,2.6666666666666665,3,Valentine's Day (2010)
2607,2.25,2,"Wolfman, The (2010)"
2608,4.022388059701493,67,Shutter Island (2010)
2609,3.3333333333333335,3,Persuasion (2007)
2610,4.25,4,"Girl Who Played with Fire, The (Flickan som lekte med elden) (2009)"
2611,2.357142857142857,7,Percy Jackson & the Olympians: The Lightning Thief (2010)
2612,2.5,5,Cop Out (2010)
2613,3.7857142857142856,7,"Ghost Writer, The (2010)"
2614,4.0,2,"Secret of Kells, The (2009)"
2615,2.0,1,"Spy Next Door, The (2010)"
2616,4.0,1,Agora (2009)
2617,1.0,1,Motherhood (2009)
2618,3.75,2,District 13: Ultimatum (Banlieue 13 - Ultimatum) (2009)
2619,4.0,1,"Yes Men Fix the World, The (2009)"
2620,4.0,1,Mike Bassett: England Manager (2001)
2621,3.375,4,"Crazies, The (2010)"
2622,3.5,1,Dear John (2010)
2623,3.0,1,Last Train Home (2009)
2624,2.1666666666666665,3,Tooth Fairy (2010)
2625,3.6666666666666665,3,[REC]² (2009)
2626,3.6666666666666665,3,"Room, The (2003)"
2627,2.875,28,Alice in Wonderland (2010)
2628,3.75,2,"Town Called Panic, A (Panique au village) (2009)"
2629,3.5,9,Green Zone (2010)
2630,2.5,2,From Paris with Love (2010)
2631,3.0,5,Dorian Gray (2009)
2632,2.3333333333333335,3,Greenberg (2010)
2633,3.2222222222222223,9,She's Out of My League (2010)
2634,4.0,2,Harry Brown (2009)
2635,4.0,1,Remember Me (2010)
2636,3.0,1,"Burrowers, The (2008)"
2637,3.25,2,Frozen (2010)
2638,2.5,1,Little Ashes (2008)
2639,1.5,1,Our Family Wedding (2010)
2640,2.75,6,"Bounty Hunter, The (2010)"
2641,3.1666666666666665,3,Leaves of Grass (2009)
2642,2.0,1,Women in Trouble (2009)
2643,3.5,6,Repo Men (2010)
2644,0.5,1,Case 39 (2009)
2645,4.0,1,Oceans (Océans) (2009)
2646,3.5,2,"Slammin' Salmon, The (2009)"
2647,3.3,15,Hot Tub Time Machine (2010)
2648,5.0,1,Mother (Madeo) (2009)
2649,3.943396226415094,53,How to Train Your Dragon (2010)
2650,4.5,1,"Bone Man, The (Der Knochenmann) (2009)"
2651,3.75,2,Micmacs (Micmacs à tire-larigot) (2009)
2652,2.3076923076923075,13,Clash of the Titans (2010)
2653,3.6511627906976742,43,Kick-Ass (2010)
2654,3.3181818181818183,11,Date Night (2010)
2655,4.5,1,"Emperor's New Groove 2: Kronk's New Groove, The (2005)"
2656,3.5,1,Steam of Life (Miesten vuoro) (2010)
2657,3.5,1,Mortadelo & Filemon: The Big Adventure (La gran aventura de Mortadelo y Filemón) (2003)
2658,3.0,1,American Drug War: The Last White Hope (2007)
2659,3.5,1,"Runaways, The (2010)"
2660,4.0,1,Wild China (2008)
2661,3.25,2,Death at a Funeral (2010)
2662,2.5,1,Valhalla Rising (2009)
2663,3.5,1,Diary of a Wimpy Kid (2010)
2664,3.5,1,"Union: The Business Behind Getting High, The (2007)"
2665,3.5,1,Disgrace (2008)
2666,3.0,3,"Losers, The (2010)"
2667,3.5,1,"Last Song, The (2010)"
2668,2.5,1,Cyrus (2010)
2669,0.5,1,"Human Centipede, The (First Sequence) (2009)"
2670,4.038461538461538,13,Exit Through the Gift Shop (2010)
2671,3.5106382978723403,47,Iron Man 2 (2010)
2672,3.0,1,MacGruber (2010)
2673,2.5,1,"Sky Crawlers, The (Sukai kurora) (2008)"
2674,3.5,1,Cargo (2009)
2675,1.25,2,"Nightmare on Elm Street, A (2010)"
2676,4.0,5,Four Lions (2010)
2677,2.0,1,St Trinian's 2: The Legend of Fritton's Gold (2009)
2678,3.1666666666666665,6,Robin Hood (2010)
2679,3.5,1,Lovers & Leavers (Kuutamolla) (2002)
2680,4.0,1,Merantau (2009)
2681,4.0,1,Stingray Sam (2009)
2682,3.5,1,Cemetery Junction (2010)
2683,2.8,5,Blue Valentine (2010)
2684,2.25,2,Killers (2010)
2685,3.5,4,Buried (2010)
2686,2.5,1,Shake Hands with the Devil (2007)
2687,2.8846153846153846,13,Prince of Persia: The Sands of Time (2010)
2688,3.5,1,Please Give (2010)
2689,4.5,1,Baarìa (2009)
2690,3.5,1,Ricky Gervais Live: Animals (2003)
2691,1.0,2,Sex and the City 2 (2010)
2692,3.55,10,Get Him to the Greek (2010)
2693,3.0,1,Unthinkable (2010)
2694,3.0,1,"Back-up Plan, The (2010)"
2695,3.5,3,Splice (2009)
2696,2.8333333333333335,3,Letters to Juliet (2010)
2697,3.8,5,Exam (2009)
2698,1.875,4,Jonah Hex (2010)
2699,3.1470588235294117,17,"A-Team, The (2010)"
2700,4.109090909090909,55,Toy Story 3 (2010)
2701,3.0,1,Ricky Gervais Live 3: Fame (2007)
2702,3.4375,8,Winter's Bone (2010)
2703,3.5,1,Barking Dogs Never Bite (Flandersui gae) (2000)
2704,3.5714285714285716,7,Shrek Forever After (a.k.a. Shrek: The Final Chapter) (2010)
2705,3.75,2,TiMER (2009)
2706,4.0,1,Best Worst Movie (2009)
2707,2.45,10,"Twilight Saga: Eclipse, The (2010)"
2708,5.0,2,Enter the Void (2009)
2709,1.9166666666666667,6,"Last Airbender, The (2010)"
2710,3.0,1,Endgame (2009)
2711,4.5,1,Empire of Dreams: The Story of the 'Star Wars' Trilogy (2004)
2712,4.0,8,South Park: Imaginationland (2008)
2713,3.3,10,Predators (2010)
2714,4.0,1,When You're Strange (2009)
2715,3.6842105263157894,38,Despicable Me (2010)
2716,4.066433566433567,143,Inception (2010)
2717,3.45,10,Grown Ups (2010)
2718,3.45,10,"Sorcerer's Apprentice, The (2010)"
2719,3.4166666666666665,6,Knight and Day (2010)
2720,2.5,8,"Karate Kid, The (2010)"
2721,2.9166666666666665,6,"Kids Are All Right, The (2010)"
2722,2.25,2,"Serbian Film, A (Srpski film) (2010)"
2723,2.5,1,Cherrybomb (2009)
2724,3.6666666666666665,3,Batman: Under the Red Hood (2010)
2725,2.966666666666667,15,Salt (2010)
2726,3.0,1,"No. 1 Ladies' Detective Agency, The (2008)"
2727,4.142857142857143,7,Mr. Nobody (2009)
2728,3.2857142857142856,7,Dinner for Schmucks (2010)
2729,4.0,1,Deadly Outlaw: Rekka (a.k.a. Violent Fire) (Jitsuroku Andô Noboru kyôdô-den: Rekka) (2002)
2730,3.0,1,Hellsinki (Rööperi) (2009)
2731,3.0,5,Ip Man 2 (2010)
2732,2.5,1,Ramona and Beezus (2010)
2733,2.5,1,"Rebound, The (2009)"
2734,3.261904761904762,21,"Other Guys, The (2010)"
2735,3.5,1,"Two Escobars, The (2010)"
2736,4.0,1,Paper Man (2009)
2737,3.0588235294117645,17,"Expendables, The (2010)"
2738,3.7045454545454546,44,Scott Pilgrim vs. the World (2010)
2739,3.5,2,I Killed My Mother (J'ai tué ma mère) (2009)
2740,2.5,1,Heartless (2009)
2741,2.1666666666666665,3,Piranha (Piranha 3D) (2010)
2742,2.5,1,"Extraordinary Adventures of Adèle Blanc-Sec, The (2010)"
2743,5.0,1,Get Low (2009)
2744,3.5,1,"Joneses, The (2009)"
2745,4.0,1,"Last Exorcism, The (2010)"
2746,5.0,1,Sisters (Syostry) (2001)
2747,2.625,4,"American, The (2010)"
2748,4.166666666666667,3,Jackass 2.5 (2007)
2749,2.5,1,"Horde, The (La Horde) (2009)"
2750,2.6666666666666665,6,"Switch, The (2010)"
2751,3.25,12,Machete (2010)
2752,3.1666666666666665,3,Going the Distance (2010)
2753,3.142857142857143,7,Resident Evil: Afterlife (2010)
2754,2.5,1,Princess (Prinsessa) (2010)
2755,3.8859649122807016,57,"Social Network, The (2010)"
2756,3.9545454545454546,22,"Town, The (2010)"
2757,3.7962962962962963,27,Easy A (2010)
2758,3.5,2,Eat Pray Love (2010)
2759,3.5,1,Howl (2010)
2760,4.0,1,I'm Still Here (2010)
2761,4.0,1,"Patrik Age 1.5 (Patrik 1,5) (2008)"
2762,3.8333333333333335,3,Flipped (2010)
2763,3.1666666666666665,3,Wall Street: Money Never Sleeps (2010)
2764,4.0,2,Legend of the Guardians: The Owls of Ga'Hoole (2010)
2765,3.1875,8,It's Kind of a Funny Story (2010)
2766,3.25,2,Middle Men (2009)
2767,3.857142857142857,7,Let Me In (2010)
2768,3.5,1,Sintel (2010)
2769,2.5,1,Secretariat (2010)
2770,3.25,2,Devil (2010)
2771,3.5,1,You Again (2010)
2772,3.0,6,Life as We Know It (2010)
2773,3.6666666666666665,3,Catfish (2010)
2774,3.5,1,You Will Meet a Tall Dark Stranger (2010)
2775,3.25,2,Stone (2010)
2776,4.291666666666667,12,Inside Job (2010)
2777,3.5,1,Monsters (2010)
2778,4.0,3,Never Let Me Go (2010)
2779,3.0,3,"Illusionist, The (L'illusionniste) (2010)"
2780,4.5,1,Luck by Chance (2009)
2781,3.75,2,Rubber (2010)
2782,3.9166666666666665,6,Jackass 3D (2010)
2783,3.1666666666666665,3,Restrepo (2010)
2784,4.0,1,Waiting for 'Superman' (2010)
2785,3.5,20,Red (2010)
2786,3.5,1,In a Better World (Hævnen) (2010)
2787,2.5,1,Heartbreaker (L'Arnacoeur) (2010)
2788,3.7,5,Paranormal Activity 2 (2010)
2789,3.0,2,Heartbeats (Les amours imaginaires) (2010)
2790,4.0,1,Hereafter (2010)
2791,4.0,1,Undisputed III: Redemption (2010)
2792,4.5,1,Saw VII 3D - The Final Chapter (2010)
2793,3.1,10,Due Date (2010)
2794,3.8333333333333335,18,127 Hours (2010)
2795,3.6,20,Megamind (2010)
2796,3.630952380952381,42,Black Swan (2010)
2797,3.357142857142857,7,Unstoppable (2010)
2798,2.6666666666666665,6,Morning Glory (2010)
2799,4.0,1,Certified Copy (Copie conforme) (2010)
2800,3.857142857142857,7,"Next Three Days, The (2010)"
2801,3.0,1,Somewhere (2010)
2802,4.25,2,Biutiful (2010)
2803,4.0,1,"First Beautiful Thing, The (La prima cosa bella) (2010)"
2804,3.9893617021276597,47,Harry Potter and the Deathly Hallows: Part 1 (2010)
2805,4.043103448275862,58,"King's Speech, The (2010)"
2806,3.9166666666666665,24,Tangled (2010)
2807,4.0,2,"Art of the Steal, The (2009)"
2808,3.760869565217391,23,"Fighter, The (2010)"
2809,3.0,1,"Romantics, The (2010)"
2810,4.25,2,"Loved Ones, The (2009)"
2811,4.0,2,Casino Jack (2010)
2812,3.0,1,Vincent Wants to Sea (Vincent will meer) (2010)
2813,1.5,1,London Boulevard (2010)
2814,0.5,1,Skyline (2010)
2815,3.5,1,Beastly (2011)
2816,2.7857142857142856,7,Love and Other Drugs (2010)
2817,3.857142857142857,7,"Chronicles of Narnia: The Voyage of the Dawn Treader, The (2010)"
2818,2.7142857142857144,7,"Tourist, The (2010)"
2819,4.25,2,Rare Exports: A Christmas Tale (Rare Exports) (2010)
2820,4.5,1,Hatchet II (2010)
2821,3.75,2,All Good Things (2010)
2822,3.75,28,True Grit (2010)
2823,3.236842105263158,19,Tron: Legacy (2010)
2824,2.6666666666666665,3,How Do You Know (2010)
2825,4.0,1,Barney's Version (2010)
2826,2.5,1,"Company Men, The (2010)"
2827,3.875,4,I Saw the Devil (Akmareul boatda) (2010)
2828,0.5,1,Trash Humpers (2009)
2829,5.0,1,Faster (2010)
2830,3.5,1,Little Big Soldier (Da bing xiao jiang) (2010)
2831,3.5,1,Rabbit Hole (2010)
2832,1.8333333333333333,6,Little Fockers (2010)
2833,1.8333333333333333,6,Gulliver's Travels (2010)
2834,4.5,1,Sweetgrass (2009)
2835,2.5,1,Burlesque (2010)
2836,3.5,4,"Secret World of Arrietty, The (Kari-gurashi no Arietti) (2010)"
2837,3.9166666666666665,18,Tucker & Dale vs Evil (2010)
2838,1.1666666666666667,3,Yogi Bear (2010)
2839,2.0,1,Made in Dagenham (2010)
2840,3.0,11,"Green Hornet, The (2011)"
2841,4.0,1,"Way Back, The (2010)"
2842,3.5,1,"Warrior's Way, The (2010)"
2843,3.5,1,Season of the Witch (2011)
2844,0.5,1,Amer (2009)
2845,3.0,9,Cowboys & Aliens (2011)
2846,2.5,1,Anything for Her (Pour elle) (2008)
2847,4.1,5,Day & Night (2010)
2848,4.25,2,Marwencol (2010)
2849,2.5,2,"Dilemma, The (2011)"
2850,4.0,1,"Trip, The (2010)"
2851,3.95,30,Limitless (2011)
2852,4.5,1,Happy People: A Year in the Taiga (2010)
2853,3.5,3,Evangelion: 2.0 You Can (Not) Advance (Evangerion shin gekijôban: Ha) (2009)
2854,3.75,2,I Spit on Your Grave (2010)
2855,4.0,1,Even the Rain (También la lluvia) (2010)
2856,5.0,1,Zeitgeist: Moving Forward (2011)
2857,2.9285714285714284,14,No Strings Attached (2011)
2858,3.6,10,"Lincoln Lawyer, The (2011)"
2859,4.25,2,All-Star Superman (2011)
2860,3.3333333333333335,6,Unknown (2011)
2861,2.25,2,Cedar Rapids (2011)
2862,3.0,1,Gnomeo & Juliet (2011)
2863,4.0,1,Burke and Hare (2010)
2864,4.0,1,Castaway on the Moon (Kimssi pyoryugi) (2009)
2865,3.2,15,Paul (2011)
2866,4.5,1,Brother 2 (Brat 2) (2000)
2867,2.5,2,Emma (2009)
2868,3.75,2,Drive Angry (2011)
2869,3.6176470588235294,17,Rango (2011)
2870,2.5,1,Take Me Home Tonight (2011)
2871,4.0,1,Confessions (Kokuhaku) (2010)
